Team,Player,NBA,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos,LaneAgilityTime,ShuttleRun,ThreeQuarterSprint,StandingVerticalLeap,MaxVerticalLeap,MaxBenchPress,BodyFat%,HandLength,HandWidth,HeightNoShoes,HeightShoes,StandingReach,Weight,Wingspan,PID,Pk,DraftTeam,RkYear,HeightShoesC,HeightNoShoesC,StandingReachC,WingspanC
michigan-state,Gary Harris,1,35,34,32.3,5.6,13,0.429,3.3,6.4,0.507,2.3,6.6,0.352,3.3,4.1,0.81,1.1,2.9,4,2.7,1.8,0.4,1.7,2.1,16.7,SG,0,0,0,0,0,0,4.55%,8.50,9.50,6 2.5,6 4.5,8 0,204.8,6 6.75,harriga01,19,CHI,2014,6.375,6.208333333,8,6.5625
oklahoma-state,Marcus Smart,1,31,31,32.7,5.3,12.5,0.422,3.7,7.2,0.514,1.6,5.3,0.299,5.9,8.1,0.728,1.4,4.5,5.9,4.8,2.9,0.6,2.6,2.9,18,PG,10.82,2.96,3.26,33.0,36.0,0,10.55%,9.00,8.75,6 2,6 3.25,8 3,227.2,6 9.25,smartma01,6,BOS,2014,6.270833333,6.166666667,8.25,6.770833333
syracuse,Jerami Grant,1,32,20,31.4,4.2,8.4,0.496,4.2,8.2,0.506,0,0.2,0,3.8,5.6,0.674,2.4,4.3,6.8,1.4,0.8,0.6,1.2,2.3,12.1,SF,0,0,0,0,0,0,3.75%,9.25,9.25,6 6.5,6 7.75,8 11,214,7 2.75,grantje01,39,PHI,2014,6.645833333,6.541666667,8.916666667,7.229166667
wichita-state,Cleanthony Early,1,36,36,27.4,5.2,10.7,0.484,3.4,5.8,0.579,1.8,4.9,0.373,4.2,5,0.844,1.3,4.6,5.9,0.8,0.8,0.8,1.9,2.3,16.4,SF,11.15,2.96,3.18,34.0,40.0,0,4.45%,8.50,9.00,6 6,6 7.25,8 5.5,209.4,6 10.75,earlycl01,34,NYK,2014,6.604166667,6.5,8.458333333,6.895833333
xavier,Semaj Christon,1,34,34,35.3,5.9,12.4,0.479,5.4,10.9,0.491,0.6,1.4,0.388,4.6,6.9,0.668,0.4,2.2,2.7,4.2,1.3,0.2,2.6,2.1,17,PG,11.55,3.21,3.32,30.5,36.5,0,5.25%,8.50,8.25,6 1.5,6 3.25,8 3,186,6 6.5,chrisse01,55,MIA,2014,6.270833333,6.125,8.25,6.541666667
arizona,Aaron Gordon,1,38,38,31.2,5,10.1,0.495,4.6,8.9,0.513,0.4,1.2,0.356,2,4.7,0.422,2.7,5.3,8,2,0.9,1,1.4,2.4,12.4,PF,10.81,2.76,3.27,32.5,39.0,0,5.05%,8.75,10.50,6 7.5,6 8.75,8 9,220.1,6 11.75,gordoaa01,4,ORL,2014,6.729166667,6.625,8.75,6.979166667
duke,Jabari Parker,1,35,35,30.7,6.7,14.3,0.473,5.7,11.2,0.504,1.1,3,0.358,4.6,6.1,0.748,3,5.7,8.7,1.2,1.1,1.2,2.3,2.4,19.1,0,,0,,0,,0,,0,,0,,0,,0,parkeja01,2,MIL,2014,0,,0,
indiana,Noah Vonleh,1,30,29,26.5,3.8,7.2,0.523,3.2,6.1,0.53,0.5,1.1,0.485,3.2,4.5,0.716,2.4,6.6,9,0.6,0.9,1.4,2.1,2.7,11.3,PF,11.45,3.29,3.28,31.0,37.0,0,7.30%,9.75,11.75,6 8,6 9.5,9 0,247.1,7 4.25,vonleno01,9,CHH,2014,6.791666667,6.666666667,9,7.354166667
kansas,Andrew Wiggins,1,35,35,32.8,5.4,12.1,0.448,4.2,8.5,0.493,1.2,3.6,0.341,5,6.5,0.775,2.2,3.7,5.9,1.5,1.2,1,2.3,2.7,17.1,0,,0,,0,,0,,0,,0,,0,,0,wiggian01,1,CLE,2014,0,,0,
kansas,Joel Embiid,1,28,20,23.1,3.8,6.1,0.626,3.8,5.9,0.639,0,0.2,0.2,3.5,5.1,0.685,2.3,5.8,8.1,1.4,0.9,2.6,2.4,3.4,11.2,0,,0,,0,,0,,0,,0,,0,,0,embiijo01,3,PHI,2014,0,,0,
syracuse,Tyler Ennis,1,34,34,35.7,4.4,10.6,0.411,3.5,8.1,0.429,0.9,2.5,0.353,3.4,4.4,0.765,0.8,2.6,3.4,5.5,2.1,0.2,1.7,2,12.9,PG,11.12,2.84,3.30,29.0,36.0,0,6.20%,8.25,8.75,6 1,6 2.5,8 2,181.5,6 7.25,ennisty01,18,PHO,2014,6.208333333,6.083333333,8.166666667,6.604166667
louisiana-state,Marcus Thornton,1,35,35,31.9,7.3,15.5,0.472,5.1,9.7,0.522,2.2,5.7,0.388,4.3,5.7,0.745,2,3.5,5.5,2.1,1.6,0.4,1.8,2.1,21.1,SG,10.73,0,3.28,31.0,33.0,14,4.80%,0,0,6 2.75,6 3.75,8 3,194.4,6 5,thornma02,45,BOS,2015,6.3125,6.229166667,8.25,6.416666667
michigan-state,Branden Dawson,1,35,32,30.1,5.2,9.7,0.535,5.2,9.7,0.535,0,0,0,1.5,3,0.49,2.9,6.2,9.1,1.7,1.2,1.7,1.9,2.1,11.9,PF,12.22,3.53,3.20,28.5,34.5,12,5.80%,9.00,8.75,6 5.5,6 6.75,8 9,230.2,6 11,dawsobr01,56,NOP,2015,6.5625,6.458333333,8.75,6.916666667
notre-dame,Jerian Grant,1,38,38,37.1,5.4,11.2,0.478,4.1,7.1,0.572,1.3,4.2,0.316,4.5,5.7,0.78,0.3,2.7,3,6.7,1.7,0.5,2.2,2,16.5,PG,0,0,0,0,0,0,5.60%,8.25,8.50,6 3.25,6 4.25,8 4,198,6 7.5,grantje02,19,WAS,2015,6.354166667,6.270833333,8.333333333,6.625
notre-dame,Pat Connaughton,1,38,38,35.6,4.4,9.4,0.466,1.9,3.6,0.537,2.4,5.8,0.423,1.3,1.7,0.781,1.1,6.3,7.4,1.5,0.7,0.9,1.2,2,12.5,SG,10.58,3.08,3.20,37.5,44.0,13,10.20%,8.50,9.25,6 4,6 5.25,8 0,215,6 8,connapa01,41,BRK,2015,6.4375,6.333333333,8,6.666666667
syracuse,Rakeem Christmas,1,31,31,34.3,6.5,11.9,0.552,6.5,11.8,0.553,0,0,0,4.4,6.2,0.712,3.1,6,9.1,1.5,0.9,2.5,2.5,3.4,17.5,0,,0,,0,,0,,0,,0,,0,,0,chrisra01,36,MIN,2015,0,,0,
tennessee,Josh Richardson,1,32,32,36.3,5.8,12.5,0.461,4.3,8.5,0.509,1.4,4,0.359,3.1,3.9,0.798,0.9,3.6,4.5,3.6,2.1,0.5,2.7,2.5,16,0,,0,,0,,0,,0,,0,,0,,0,richajo01,40,MIA,2015,0,,0,
wisconsin,Frank Kaminsky,1,39,39,33.6,6.8,12.5,0.547,5.8,9.9,0.581,1.1,2.6,0.416,4,5.1,0.78,1.5,6.7,8.2,2.6,0.8,1.5,1.6,1.7,18.8,0,,0,,0,,0,,0,,0,,0,,0,kaminfr01,9,CHO,2015,0,,0,
virginia,Justin Anderson,1,26,22,27.8,4,8.5,0.466,2.2,4.5,0.479,1.8,4,0.452,2.5,3.2,0.78,0.7,3.4,4,1.7,0.7,0.5,1.2,1.2,12.2,0,,0,,0,,0,,0,,0,,0,,0,anderju01,21,DAL,2015,0,,0,
wisconsin,Sam Dekker,1,40,40,31,5.3,10.2,0.525,4.1,6.4,0.639,1.3,3.8,0.331,2,2.8,0.708,1.9,3.6,5.5,1.2,0.5,0.5,0.9,1.1,13.9,SF,10.64,2.96,3.28,25.5,34.5,5,7.50%,8.50,9.25,6 7.75,6 9,8 10,218.6,6 11.5,dekkesa01,18,HOU,2015,6.75,6.645833333,8.833333333,6.958333333
arizona,Rondae Hollis-Jefferson,1,38,25,28.7,3.6,7.2,0.502,3.5,6.5,0.537,0.2,0.8,0.207,3.8,5.4,0.707,2,4.8,6.8,1.6,1.2,0.8,1.6,2.5,11.2,SF,10.41,3.19,3.12,32.0,38.0,13,5.00%,8.75,9.75,6 5.5,6 7,8 8,210.8,7 2,holliro01,23,POR,2015,6.583333333,6.458333333,8.666666667,7.166666667
arkansas,Bobby Portis,1,36,36,29.9,6.9,12.9,0.536,6.6,12.1,0.541,0.4,0.8,0.467,3.2,4.3,0.737,3.7,5.2,8.9,1.2,1.1,1.4,1.6,2.2,17.5,PF,11.78,3.28,3.56,25.0,31.5,5,8.90%,9.50,9.25,6 9.5,6 10.5,9 0.5,246.2,7 2,portibo01,22,CHI,2015,6.875,6.791666667,9.041666667,7.166666667
georgia-state,R.J. Hunter,1,35,35,37,5.8,14.7,0.395,3.5,7.2,0.488,2.3,7.5,0.305,5.8,6.6,0.878,0.8,3.9,4.7,3.6,2.1,1,2.2,2.4,19.7,SG,10.87,2.91,3.26,27.5,33.5,1,6.00%,8.50,8.25,6 4.5,6 6,8 8,185,6 10.5,hunterj01,28,BOS,2015,6.5,6.375,8.666666667,6.875
louisiana-state,Jordan Mickey,1,31,31,34.9,6.2,12.2,0.504,6.1,11.9,0.514,0,0.3,0.111,3.1,4.7,0.646,3.2,6.7,9.9,1.3,0.9,3.6,3.3,2.6,15.4,PF,11.72,3.13,3.28,33.0,37.5,9,7.20%,8.75,9.50,6 7,6 8.25,8 10,238,7 3.25,mickejo01,33,BOS,2015,6.6875,6.583333333,8.833333333,7.270833333
louisiana-state,Jarell Martin,1,33,32,35.1,6.1,12,0.509,5.7,10.5,0.545,0.4,1.6,0.269,4.2,6.2,0.69,3,6.3,9.2,1.8,1.2,0.7,2.8,2.8,16.9,PF,11.20,2.97,3.27,28.5,35.0,19,10.10%,8.25,9.50,6 8,6 9.25,8 10.5,238.6,6 9,martija01,25,MEM,2015,6.770833333,6.666666667,8.875,6.75
utah,Delon Wright,1,35,35,33.3,4.7,9.3,0.509,4,7.2,0.554,0.7,2.1,0.356,4.4,5.2,0.836,1,4,4.9,5.1,2.1,1,1.9,1.4,14.5,PG,11.16,3.50,3.29,29.5,31.0,4,6.60%,8.00,8.50,6 4.25,6 5.5,8 5.5,181.4,6 7.5,wrighde01,20,TOR,2015,6.458333333,6.354166667,8.458333333,6.625
arizona,Stanley Johnson,1,38,37,28.4,4.6,10.3,0.446,3.4,7.2,0.478,1.1,3.1,0.371,3.5,4.7,0.742,2,4.5,6.5,1.7,1.5,0.4,2.2,2.6,13.8,SF,0,0,0,0,0,0,7.50%,9.00,9.00,6 5,6 6.5,8 6,241.8,6 11.5,johnsst04,8,DET,2015,6.541666667,6.416666667,8.5,6.958333333
duke,Justise Winslow,1,39,39,29.1,4.4,9.1,0.486,3.3,6.3,0.516,1.2,2.8,0.418,2.6,4,0.641,1.3,5.2,6.5,2.1,1.3,0.9,1.8,2.8,12.6,SF,0,0,0,0,0,0,5.30%,8.50,9.25,6 4.5,6 6.5,8 8.5,221.8,6 10.25,winslju01,10,MIA,2015,6.541666667,6.375,8.708333333,6.854166667
duke,Tyus Jones,1,39,39,33.9,3.5,8.3,0.417,2.3,5.1,0.44,1.2,3.2,0.379,3.7,4.2,0.889,0.5,3,3.5,5.6,1.5,0.1,1.9,1.2,11.8,PG,11.84,2.95,3.32,26.5,32.5,2,6.50%,8.25,8.75,6 0.5,6 2,8 1,184.6,6 5,jonesty01,24,CLE,2015,6.166666667,6.041666667,8.083333333,6.416666667
duke,Jahlil Okafor,1,38,38,30.1,7.3,11.1,0.664,7.3,11.1,0.664,0,0,0,2.6,5.1,0.51,3.5,4.9,8.5,1.3,0.8,1.4,2.5,2.1,17.3,0,,0,,0,,0,,0,,0,,0,,0,okafoja01,3,PHI,2015,0,,0,
kansas,Kelly Oubre,1,36,27,21,3.1,6.9,0.444,2.1,4.3,0.497,0.9,2.6,0.358,2.2,3.1,0.718,1.1,3.8,5,0.8,1.1,0.4,1.2,2,9.3,0,,0,,0,,0,,0,,0,,0,,0,oubreke01,15,ATL,2015,0,,0,
murray-state,Cameron Payne,1,35,35,32.2,7,15.3,0.456,4.6,9,0.513,2.4,6.4,0.377,3.8,4.8,0.787,0.6,3.1,3.7,6,1.9,0.5,2.5,2.1,20.2,PG,10.90,2.93,3.28,29.8,35.5,0,6.30%,8.50,8.25,6 0.75,6 1.5,8 1.5,182.8,6 7.25,payneca01,14,OKC,2015,6.125,6.0625,8.125,6.604166667
nevada-las-vegas,Rashad Vaughn,1,23,23,32.3,6.3,14.3,0.439,3.9,8.1,0.481,2.3,6.1,0.383,3,4.3,0.694,0.6,4.2,4.8,1.6,0.8,0.3,2.2,2.3,17.8,SG,11.40,3.10,3.21,28.0,34.0,5,6.20%,8.00,8.50,6 3.75,6 5,8 5,198.6,6 7,vaughra01,17,MIL,2015,6.416666667,6.3125,8.416666667,6.583333333
ohio-state,DAngelo Russell,1,35,34,33.9,6.6,14.7,0.449,3.9,8.1,0.479,2.7,6.6,0.411,3.4,4.5,0.756,1,4.7,5.7,5,1.6,0.3,2.9,2.1,19.3,0,,0,,0,,0,,0,,0,,0,,0,russeda01,2,LAL,2015,0,,0,
syracuse,Chris McCullough,1,16,16,28.1,3.4,7.1,0.478,3.3,7,0.473,0.1,0.1,1,2.5,4.4,0.563,2.3,4.6,6.9,1.1,1.7,2.1,2.2,2.6,9.3,PF,0,0,0,0,0,0,6.20%,8.75,8.75,6 8.25,6 9,9 1,199,7 3.25,mcculch01,29,BRK,2015,6.75,6.6875,9.083333333,7.270833333
texas,Myles Turner,1,34,7,22.2,3.4,7.6,0.455,2.9,5.7,0.513,0.5,1.8,0.274,2.8,3.3,0.839,1.3,5.2,6.5,0.6,0.3,2.6,1.4,2.4,10.1,0,,0,,0,,0,,0,,0,,0,,0,turnemy01,11,IND,2015,0,,0,
syracuse,Michael Gbinije,1,37,37,37.9,6.1,13.2,0.461,3.6,6.9,0.525,2.5,6.3,0.391,2.9,4.3,0.663,1.1,3,4.1,4.3,1.9,0.4,2.8,2.6,17.5,0,,0,,0,,0,5.40%,8.00,9.00,6 5.5,6 6.75,8 5,204.6,6 7.5,gbinimi01,49,DET,2016,6.5625,6.458333333,8.416666667,6.625
virginia,Malcolm Brogdon,1,37,37,34.1,6.2,13.6,0.457,4.2,8.4,0.498,2,5.2,0.391,3.8,4.2,0.897,0.5,3.5,4.1,3.1,0.9,0.2,1.4,2.1,18.2,0,,0,,0,,0,5.40%,9.00,10.25,6 3.75,6 5.5,8 2,223,6 10.5,brogdma01,36,MIL,2016,6.458333333,6.3125,8.166666667,6.875
california,Tyrone Wallace,1,28,25,32.2,5.4,12.3,0.44,4.5,9.3,0.486,0.9,3,0.298,3.6,5.5,0.649,1,4.3,5.3,4.4,1,0.4,2.6,2.3,15.3,0,,0,,0,,0,,0,,0,,0,,0,wallaty01,60,UTA,2016,0,,0,
iowa-state,Georges Niang,1,35,35,33.2,8.1,14.8,0.546,6.5,10.7,0.605,1.6,4.1,0.392,2.7,3.4,0.807,1.3,4.9,6.2,3.3,0.9,0.6,2.6,3.2,20.5,0,,0,,0,,0,10.05%,9.25,9.25,6 6.75,6 8.5,8 7,230.8,6 10,niangge01,50,IND,2016,6.708333333,6.5625,8.583333333,6.833333333
maryland,Jake Layman,1,36,36,30.9,3.9,7.8,0.5,2.3,3.8,0.61,1.6,4,0.396,2.2,2.6,0.832,1.1,4.2,5.3,1.1,1.1,1,1.7,1.9,11.6,0,,0,,0,,0,7.10%,8.25,9.25,6 8,6 9.25,8 6,208.6,6 9.25,laymaja01,47,ORL,2016,6.770833333,6.666666667,8.5,6.770833333
michigan,Caris LeVert,1,15,14,30.9,5.5,10.8,0.506,3.5,6.5,0.546,1.9,4.3,0.446,3.6,4.5,0.794,0.6,4.7,5.3,4.9,1,0.2,1.7,1.2,16.5,0,,0,,0,,0,7.55%,8.50,9.25,6 5.75,6 7,8 5,191,6 10,leverca01,20,IND,2016,6.583333333,6.479166667,8.416666667,6.833333333
michigan-state,Denzel Valentine,1,31,30,33,6.6,14.3,0.462,3.3,6.8,0.481,3.4,7.5,0.444,2.6,3.1,0.853,0.8,6.7,7.5,7.8,1,0.2,2.7,1.7,19.2,0,,0,,0,,0,,0,,0,,0,,0,valende01,14,CHI,2016,0,,0,
oklahoma,Buddy Hield,1,37,37,35.4,8.1,16.2,0.501,4.2,7.5,0.552,4,8.7,0.457,4.8,5.4,0.88,1.2,4.5,5.7,2,1.1,0.5,3.1,2.1,25,0,,0,,0,,0,6.10%,8.50,9.00,6 3.75,6 5,8 5,212.4,6 9.25,hieldbu01,6,NOP,2016,6.416666667,6.3125,8.416666667,6.770833333
notre-dame,Demetrius Jackson,1,35,35,36,5.5,12.2,0.451,4,7.6,0.525,1.5,4.7,0.331,3.2,4,0.813,0.9,2.6,3.5,4.7,1.2,0.3,2.2,1.9,15.8,0,,0,,0,,0,6.50%,8.25,9.00,6 0,6 1.25,7 9,193.8,6 5.5,jacksde01,45,BOS,2016,6.104166667,6,7.75,6.458333333
vanderbilt,Damian Jones,1,33,33,26.2,5.6,9.5,0.59,5.6,9.4,0.595,0,0.1,0,2.7,5.1,0.536,2.2,4.6,6.9,1.2,0.2,1.6,2,3.3,13.9,0,,0,,0,,0,6.55%,8.75,10.50,6 10.25,6 11.5,8 11,243.6,7 3.75,jonesda03,30,GSW,2016,6.958333333,6.854166667,8.916666667,7.3125
connecticut,Daniel Hamilton,1,36,36,31.9,4.4,11.4,0.387,3.1,7.5,0.416,1.3,3.9,0.331,2.4,2.8,0.86,0.9,8,8.9,4.7,1.1,0.4,2.4,1.8,12.5,0,,0,,0,,0,,0,,0,,0,,0,hamilda02,56,DEN,2016,0,,0,
gonzaga,Domantas Sabonis,1,36,31,31.9,6.6,10.9,0.611,6.5,10.5,0.621,0.1,0.4,0.357,4.2,5.4,0.769,3.1,8.8,11.8,1.8,0.6,0.9,2.6,3.2,17.6,0,,0,,0,,0,,0,,0,,0,,0,sabondo01,11,ORL,2016,0,,0,
iowa-state,Abdel Nader,1,35,35,31.1,4.6,9.6,0.478,3.1,5.6,0.553,1.5,4,0.371,2.2,3,0.736,0.7,4.2,5,1.5,1.1,0.7,2.3,2.8,12.9,0,,0,,0,,0,,0,,0,,0,,0,naderab01,58,BOS,2016,0,,0,
nevada-las-vegas,Patrick McCaw,1,33,32,33.7,5.1,10.9,0.465,3,5.3,0.571,2.1,5.6,0.366,2.5,3.2,0.774,1.2,4,5.1,3.9,2.5,0.4,2.1,2.2,14.7,0,,0,,0,,0,,0,,0,,0,,0,mccawpa01,38,MIL,2016,0,,0,
seton-hall,Isaiah Whitehead,1,34,33,32.3,5.7,15.1,0.379,3.3,8.5,0.39,2.4,6.5,0.365,4.4,5.8,0.76,0.5,3.1,3.6,5.1,1.2,1.4,3.5,2.3,18.2,0,,0,,0,,0,,0,,0,,0,,0,whiteis01,42,UTA,2016,0,,0,
utah,Jakob Poeltl,1,36,36,30.4,6.3,9.8,0.646,6.3,9.8,0.646,0,0,0,4.6,6.6,0.689,2.8,6.3,9.1,1.9,0.6,1.6,2.1,2.3,17.2,0,,0,,0,,0,5.80%,9.25,10.25,7 0.25,7 1,9 3.5,239,7 2.75,poeltja01,9,TOR,2016,7.083333333,7.020833333,9.291666667,7.229166667
vanderbilt,Wade Baldwin,1,33,30,30.4,4.1,9.6,0.427,2.8,6.5,0.437,1.2,3.1,0.406,4.7,5.9,0.799,0.4,3.6,4,5.2,1.2,0.3,2.8,2.6,14.1,0,,0,,0,,0,,0,,0,,0,,0,baldwwa01,17,MEM,2016,0,,0,
california,Jaylen Brown,1,34,34,27.6,4.8,11.1,0.431,3.9,8.1,0.482,0.9,3,0.294,4.2,6.4,0.654,1.1,4.3,5.4,2,0.8,0.6,3.1,3.2,14.6,0,,0,,0,,0,,0,,0,,0,,0,brownja02,3,BOS,2016,0,,0,
duke,Brandon Ingram,1,36,34,34.6,5.9,13.4,0.442,3.7,8,0.464,2.2,5.4,0.41,3.2,4.7,0.682,1.9,4.9,6.8,2,1.1,1.4,2,2.1,17.3,0,,0,,0,,0,,0,,0,,0,,0,ingrabr01,2,LAL,2016,0,,0,
florida-state,Malik Beasley,1,34,33,29.8,5.4,11.6,0.471,3.8,7.4,0.518,1.6,4.2,0.387,3.1,3.8,0.813,1.3,4,5.3,1.5,0.9,0.2,1.7,2.2,15.6,0,,0,,0,,0,6.90%,8.50,9.00,6 3.5,6 4.5,8 4.5,189.8,6 7,beaslma01,19,DEN,2016,6.375,6.291666667,8.375,6.583333333
kansas,Cheick Diallo,1,27,1,7.5,1.2,2.1,0.569,1.2,2.1,0.569,0,0,0,0.6,1,0.556,0.6,1.9,2.5,0,0.3,0.9,0.6,1.4,3,0,,0,,0,,0,5.60%,8.50,9.75,6 7.5,6 9,8 11.5,218.6,7 4.5,diallch01,33,LAC,2016,6.75,6.625,8.958333333,7.375
louisiana-state,Ben Simmons,1,33,32,34.9,6.5,11.7,0.56,6.5,11.6,0.561,0,0.1,0.333,6,9,0.67,3.1,8.6,11.8,4.8,2,0.8,3.4,2.8,19.2,0,,0,,0,,0,,0,,0,,0,,0,simmobe01,1,PHI,2016,0,,0,
marquette,Henry Ellenson,1,33,33,33.5,5.9,13.2,0.446,5,10,0.495,0.9,3.2,0.288,4.3,5.8,0.749,2.2,7.6,9.7,1.8,0.8,1.5,2.4,2.5,17,0,,0,,0,,0,11.20%,8.50,9.75,6 10,6 11.5,9 0,242,7 2.25,ellenhe01,18,DET,2016,6.958333333,6.833333333,9,7.1875
maryland,Diamond Stone,1,35,22,23.1,4.8,8.4,0.568,4.8,8.4,0.568,0,0,0,2.9,3.8,0.761,2.2,3.2,5.4,0.4,0.5,1.6,1.5,2.3,12.5,0,,0,,0,,0,12.85%,8.50,7.75,6 9,6 10.25,9 0.5,254.4,7 2.75,stonedi01,40,NOP,2016,6.854166667,6.75,9.041666667,7.229166667
michigan-state,Deyonta Davis,1,35,16,18.6,3.4,5.7,0.598,3.4,5.7,0.598,0,0,0,0.7,1.1,0.605,2.1,3.4,5.5,0.7,0.3,1.8,0.9,2.3,7.5,0,,0,,0,,0,9.70%,9.00,9.25,6 9.25,6 10.5,9 0.5,237.2,7 2.5,davisde01,31,BOS,2016,6.875,6.770833333,9.041666667,7.208333333
oakland,Kay Felder,1,35,35,36.7,7.7,17.5,0.44,5.5,11.4,0.485,2.2,6.1,0.355,6.8,8.1,0.848,0.7,3.5,4.3,9.3,2,0.2,3.4,3,24.4,0,,0,,0,,0,5.80%,8.25,8.50,5 8.25,5 9.5,7 4.5,177.2,6 2.5,feldeka01,54,ATL,2016,5.791666667,5.6875,7.375,6.208333333
syracuse,Malachi Richardson,1,37,37,34.4,4.1,11.1,0.369,2,5.1,0.388,2.1,6.1,0.353,3.1,4.2,0.72,0.5,3.8,4.3,2.1,1.1,0.3,2.1,2.5,13.4,0,,0,,0,,0,,0,,0,,0,,0,richama01,22,CHO,2016,0,,0,
southern-methodist,Sterling Brown,1,35,34,32.7,4.6,10,0.459,2.9,6.1,0.465,1.7,3.9,0.449,2.5,3.1,0.791,1.6,4.9,6.5,3,1.4,0.5,2,2.6,13.4,0,,0,,0,,0,,0,,0,,0,,0,brownst02,46,PHI,2017,0,,0,
houston,Damyean Dotson,1,32,32,34.3,6.3,13.4,0.47,2.9,5.8,0.505,3.4,7.6,0.443,1.4,1.7,0.83,1.5,5.4,6.9,1.1,0.9,0.2,1,1.7,17.4,0,,0,,0,,0,,0,,0,,0,,0,dotsoda01,44,NYK,2017,0,,0,
california,Jabari Bird,1,27,25,32,5.2,11.8,0.44,2.8,5.2,0.536,2.4,6.6,0.365,1.6,2,0.764,1,3.7,4.7,1,0.7,0.2,1.9,1.9,14.3,0,,0,,0,,0,,0,,0,,0,,0,birdja01,56,BOS,2017,0,,0,
southern-methodist,Semi Ojeleye,1,35,35,34.1,6,12.3,0.487,3.9,7.4,0.529,2.1,4.9,0.424,4.9,6.3,0.785,2.3,4.6,6.9,1.5,0.4,0.4,1.4,1.8,19,0,,0,,0,,0,,0,,0,,0,,0,ojelese01,37,BOS,2017,0,,0,
iowa-state,Monte Morris,1,35,35,35.3,6.2,13.3,0.465,4.6,9.2,0.503,1.5,4.1,0.378,2.5,3.2,0.802,1.1,3.7,4.8,6.2,1.5,0.3,1.2,1.5,16.4,PG,11.00,3.20,3.19,28.0,33.5,8,6.90%,8.25,8.75,6 1.25,6 2.5,8 0.5,175.2,6 4,morrimo01,51,DEN,2017,6.208333333,6.104166667,8.041666667,6.333333333
kansas,Frank Mason,1,36,36,36.1,6.7,13.7,0.49,4.4,8.8,0.5,2.3,4.8,0.471,5.3,6.6,0.794,0.6,3.6,4.2,5.2,1.3,0.1,2.4,2,20.9,0,,0,,0,,0,,0,,0,,0,,0,masonfr01,34,SAC,2017,0,,0,
kansas-state,Wesley Iwundu,1,35,35,31.4,4.3,9,0.481,3.4,6.5,0.52,0.9,2.4,0.376,3.5,4.5,0.767,1,5.3,6.3,3.5,1,0.3,2.3,1.8,13,0,,0,,0,,0,,0,,0,,0,,0,iwundwe01,33,ORL,2017,0,,0,
miami-fl,Davon Reed,1,33,33,35.3,4.9,11.3,0.433,2.5,5.2,0.474,2.4,6,0.397,2.7,3.3,0.833,0.8,3.9,4.8,2.4,1.3,0.5,2,1.6,14.9,0,,0,,0,,0,,0,,0,,0,,0,reedda01,32,PHO,2017,0,,0,
michigan,D.J. Wilson,1,38,36,30.4,4.3,8,0.538,3.2,5.1,0.631,1.1,2.9,0.373,1.3,1.6,0.833,1.5,3.8,5.3,1.3,0.5,1.5,1.1,1.9,11,PF,0,0,0,0,0,0,6.40%,9.25,10.25,6 8.75,6 10.5,9 1.5,234.4,7 3,wilsodj01,17,MIL,2017,6.875,6.729166667,9.125,7.25
utah,Kyle Kuzma,1,29,29,30.8,6.3,12.4,0.504,5.3,9.6,0.56,0.9,2.9,0.321,2.9,4.4,0.669,2.8,6.6,9.3,2.4,0.6,0.5,2.1,1.6,16.4,0,,0,,0,,0,,0,,0,,0,,0,kuzmaky01,27,BRK,2017,0,,0,
xavier,Edmond Sumner,1,22,19,31.7,4.6,9.6,0.479,4,7.6,0.533,0.5,2,0.273,4.5,6.2,0.735,0.5,3.6,4.1,4.8,1.2,0.7,2.6,2.3,14.3,PG,0,0,0,0,0,0,8.30%,8.25,9.00,6 4,6 5.75,8 6.5,176.4,6 9,sumneed01,52,NOP,2017,6.479166667,6.333333333,8.541666667,6.75
arizona,Kadeem Allen,1,34,33,30,3.1,6.9,0.453,2.2,4.7,0.466,0.9,2.2,0.427,2.5,3.4,0.741,0.4,3.7,4,3,1.6,0.6,1.9,2.4,9.8,PG,11.24,2.98,3.15,33.0,35.5,7,6.40%,8.50,8.75,6 1,6 2.25,8 3.5,192.4,6 9.25,allenka01,53,BOS,2017,6.1875,6.083333333,8.291666667,6.770833333
california,Ivan Rabb,1,31,30,32.6,4.9,10.1,0.484,4.6,9.4,0.49,0.3,0.6,0.4,4,6,0.663,3,7.4,10.5,1.5,0.7,1,2.2,3.1,14,PF,12.68,3.23,3.35,28.5,32.5,3,6.80%,8.75,9.00,6 8.75,6 10,9 1,219.6,7 1.5,rabbiv01,35,ORL,2017,6.833333333,6.729166667,9.083333333,7.125
duke,Luke Kennard,1,37,36,35.5,6.4,13.1,0.489,4,7.7,0.525,2.4,5.4,0.438,4.3,5.1,0.856,1.2,3.9,5.1,2.5,0.8,0.4,1.6,2.2,19.5,0,,0,,0,,0,,0,,0,,0,,0,kennalu01,12,DET,2017,0,,0,
florida-state,Dwayne Bacon,1,35,35,28.8,6.3,14,0.452,4.7,9.1,0.516,1.6,4.9,0.333,3,3.9,0.754,1,3.2,4.2,1.7,1,0.1,2,1.6,17.2,0,,0,,0,,0,,0,,0,,0,,0,bacondw01,40,NOP,2017,0,,0,
